well_id,latitude,longitude,state,county,well_depth_ft,well_capacity_gpm,water_use,status,year_constructed
AL-USGS-301453088065601,30.248259,-88.115555,Alabama,097,33.8,,Groundwater,Active,
AL-USGS-301453088120901,30.248259,-88.202501,Alabama,097,6.3,,Groundwater,Active,
AL-USGS-301454088053101,30.248537,-88.091943,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301454088054701,30.248537,-88.096388,Alabama,097,32.0,,Groundwater,Active,
AL-USGS-301454088054901,30.248537,-88.096944,Alabama,097,32.0,,Groundwater,Active,
AL-USGS-301454088055101,30.248537,-88.097499,Alabama,097,33.0,,Groundwater,Active,
AL-USGS-301454088055301,30.248537,-88.098055,Alabama,097,33.0,,Groundwater,Active,
AL-USGS-301454088113001,30.248537,-88.191668,Alabama,097,300.0,,Groundwater,Active,
AL-USGS-301454088113002,30.248537,-88.191668,Alabama,097,200.0,,Groundwater,Active,
AL-USGS-301456088053601,30.249092,-88.093332,Alabama,097,25.0,,Groundwater,Active,
AL-USGS-301456088062701,30.249,-88.107667,Alabama,097,,,Groundwater,Active,
AL-USGS-301457088044201,30.249926,-88.076665,Alabama,097,27.0,,Groundwater,Active,
AL-USGS-301457088064701,30.24937,-88.113055,Alabama,097,,,Groundwater,Active,
AL-USGS-301457088072801,30.24937,-88.124444,Alabama,097,555.0,,Groundwater,Active,
AL-USGS-301458088045401,30.249648,-88.081665,Alabama,097,563.0,,Groundwater,Active,
AL-USGS-301458088062301,30.249648,-88.105833,Alabama,097,29.5,,Groundwater,Active,
AL-USGS-301459088061301,30.249694,-88.103694,Alabama,097,,,Groundwater,Active,
AL-USGS-301459088064101,30.249926,-88.111388,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301459088064201,30.249926,-88.111666,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301500088052601,30.250204,-88.090555,Alabama,097,96.3,,Groundwater,Active,
AL-USGS-301500088053601,30.250204,-88.093333,Alabama,097,25.0,,Groundwater,Active,
AL-USGS-301500088053801,30.250204,-88.093888,Alabama,097,25.0,,Groundwater,Active,
AL-USGS-301501088070701,30.250481,-88.118611,Alabama,097,29.0,,Groundwater,Active,
AL-USGS-301502088052301,30.250759,-88.089721,Alabama,097,,,Groundwater,Active,
AL-USGS-301502088054501,30.250759,-88.095833,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301502088070701,30.250759,-88.118611,Alabama,097,29.0,,Groundwater,Active,
