api_number,well_name,latitude,longitude,state,county,operator_name,well_type,well_status,spud_date,months_inactive,liability_est,field_name,lease_name,district
49-005-30491,LYNDE TRUST #4-23,44.077509,-105.51733,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,128,,PRB COAL BED,LYNDE TRUST,
49-005-30492,THOMPSON #35-32,44.095633,-105.472224,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,126,,PRB COAL BED,THOMPSON,
49-005-30504,LYNDE TRUST #4-43,44.07763,-105.507362,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,128,,PRB COAL BED,LYNDE TRUST,
49-005-30505,LYNDE TRUST #33-31,44.099102,-105.512509,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,127,,PRB COAL BED,LYNDE TRUST,
49-005-30506,LYNDE TRUST #33-32,44.095509,-105.512197,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,127,,PRB COAL BED,LYNDE TRUST,
49-005-30508,LYNDE TRUST #4-33,44.07801,-105.512109,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,128,,PRB COAL BED,LYNDE TRUST,
49-005-30514,LYNDE TRUST #22-14,44.117485,-105.50229,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,125,,PRB COAL BED,LYNDE TRUST,
49-005-30515,RAWHIDE #2-7,44.419392,-105.556294,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30516,RAWHIDE #15-7,44.408383,-105.556124,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30517,RAWHIDE #10-7,44.412057,-105.556181,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30519,RAWHIDE #7-7,44.415718,-105.556238,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30520,RAWHIDE #16-7,44.40839,-105.549329,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30521,LYNDE TRUST #22-32,44.12506,-105.492253,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1993-02-01,126,,PRB COAL BED,LYNDE TRUST,
49-005-30523,GRUENENFELDER #13-11,44.142769,-105.461886,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,125,,PRB COAL BED,GRUENENFELDER,
49-005-30524,LYNDE TRUST #22-31,44.128578,-105.492268,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1992-12-01,125,,PRB COAL BED,LYNDE TRUST,
49-005-30528,RAWHIDE #2-18,44.404775,-105.555848,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30529,RAWHIDE #3-18,44.404751,-105.562703,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30530,RAWHIDE #4-18,44.404735,-105.569144,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30531,RAWHIDE #5-18,44.401115,-105.569011,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30532,RAWHIDE #6-18,44.401231,-105.561858,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30533,RAWHIDE #7-18,44.40123,-105.555367,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,1992-12-01,66,,PRB COAL BED,RAWHIDE,
49-005-30587,ALPHA UNIT #2,44.431428,-105.098786,Wyoming,Campbell,ATR ENERGY CORP,Oil,Temporarily Abandoned,1993-06-01,46,,ALPHA,ALPHA UNIT,
49-005-30610,MORGAN #1-12,44.081155,-105.461988,Wyoming,Campbell,ROCKY MOUNTAIN GAS INC,Gas,Permanently Abandoned,1993-06-01,146,,PRB COAL BED,MORGAN,
49-005-30611,MORGAN #11-23,44.062939,-105.477027,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1993-06-01,128,,PRB COAL BED,MORGAN,
49-005-30670,THUNDERBOLT #33-1,44.165857,-105.328191,Wyoming,Campbell,MAXIM DRILLING & EXPL INC,Service,Permanently Abandoned,1993-12-01,334,,RAINBOW RANCH,THUNDERBOLT,
49-005-30776,LESS #1-35,44.012136,-105.466384,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1994-11-01,137,,PRB COAL BED,LESS,
49-005-30777,LESS #16-26,44.015649,-105.466437,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,,137,,PRB COAL BED,LESS,
49-005-30835,LYNDE TRUST #21-24,44.117603,-105.517296,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1998-09-01,125,,PRB COAL BED,LYNDE TRUST,
49-005-30836,LYNDE TRUST #22-41,44.129064,-105.487812,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1995-07-01,125,,PRB COAL BED,LYNDE TRUST,
49-005-30837,LYNDE TRUST #22-33,44.121189,-105.492097,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1995-07-01,125,,PRB COAL BED,LYNDE TRUST,
49-005-30838,LYNDE TRUST #21-31,44.128604,-105.512299,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1995-07-01,126,,PRB COAL BED,LYNDE TRUST,
49-005-30842,GRUENENFELDER #11-32,44.153961,-105.471831,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1995-07-01,125,,PRB COAL BED,GRUENENFELDER,
49-005-30845,LESS #2-35,44.012094,-105.471449,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1995-05-01,137,,PRB COAL BED,LESS,
49-005-30846,LESS #10-26,44.019174,-105.471574,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1995-06-01,137,,PRB COAL BED,LESS,
49-005-30847,LESS #9-26,44.019161,-105.466546,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1995-06-01,137,,PRB COAL BED,LESS,
49-005-30848,LESS #15-26,44.015607,-105.471501,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1995-06-01,137,,PRB COAL BED,LESS,
49-005-30857,LYNDE TRUST #23-13,44.121179,-105.481982,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1995-07-01,125,,PRB COAL BED,LYNDE TRUST,
49-005-30858,CABALLO #33-12,44.095677,-105.5224,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2000-03-01,127,,PRB COAL BED,CABALLO,
49-005-30863,ROCKY BUTTE CS #4,43.738361,-105.590553,Wyoming,Campbell,EOG Y RESOURCES INC,Service,Permanently Abandoned,1995-06-01,234,,PRB COAL BED,ROCKY BUTTE CS,
49-005-30864,LESS #7-35,44.008587,-105.471459,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1995-06-01,137,,PRB COAL BED,LESS,
49-005-30865,LESS #8-35,44.008629,-105.466391,Wyoming,Campbell,PURE PETROLEUM LLC,Gas,Permanently Abandoned,1995-06-01,137,,PRB COAL BED,LESS,
49-005-30937,LANDECK #34C-323,44.509808,-105.620544,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,2000-01-01,69,,PRB COAL BED,LANDECK,
49-005-30956,HARTZOG DRAW UNIT #4592W,43.80801,-105.873988,Wyoming,Campbell,DENBURY ONSHORE LLC,Injection,Temporarily Abandoned,1996-07-01,45,,HARTZOG DRAW,HARTZOG DRAW UNIT,
49-005-31001,HALL #33C-2633,44.544786,-105.601738,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1996-07-01,69,,PRB COAL BED,HALL,
49-005-31023,LANDECK #23C-323,44.513438,-105.623473,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1996-07-01,69,,PRB COAL BED,LANDECK,
49-005-31025,LANDECK #43C-323,44.513407,-105.613035,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1998-06-01,69,,PRB COAL BED,LANDECK,
49-005-31040,LANDECK #32C-323,44.517805,-105.618104,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1998-06-01,69,,PRB COAL BED,LANDECK,
49-005-31043,HALL #44C-2633,44.540628,-105.596843,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,2000-08-01,69,,PRB COAL BED,HALL,
49-005-31045,OEDEKOVEN #12A-3122,44.444925,-105.566048,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-08-01,115,,PRB COAL BED,OEDEKOVEN,
49-005-31052,HALL #43C-223,44.51357,-105.59342,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1998-04-01,69,,PRB COAL BED,HALL,
49-005-31098,HALL #13C-123,44.514888,-105.586728,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1998-04-01,69,,PRB COAL BED,HALL,
49-005-31102,TAR BUSH #1,44.558048,-105.255882,Wyoming,Campbell,LARIO OIL & GAS COMPANY,Service,Permanently Abandoned,1996-12-01,348,,POWNALL RANCH,TAR BUSH,
49-005-31103,DURHAM RANCH #1-42,43.86325,-105.40727,Wyoming,Campbell,ANADARKO E&P ONSHORE LLC,LW,Permanently Abandoned,1996-10-01,137,,PRB COAL BED,DURHAM RANCH,
49-005-31113,STATE #43-16,44.311393,-105.511728,Wyoming,Campbell,HIGH PLAINS GAS LLC,LW,Permanently Abandoned,1996-09-01,66,,PRB COAL BED,STATE,
49-005-31147,HENSLEY TRUST #32C-2733,44.547132,-105.623564,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,2000-05-01,69,,PRB COAL BED,HENSLEY TRUST,
49-005-31152,LANDECK #23C-423,44.513652,-105.645082,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,2000-04-01,69,,PRB COAL BED,LANDECK,
49-005-31155,LANDECK #23C-3433,44.532071,-105.627879,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1999-07-01,69,,PRB COAL BED,LANDECK,
49-005-31162,TRITON #44A-2523,44.452435,-105.569159,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-08-01,115,,PRB COAL BED,TRITON,
49-005-31163,TRITON #13A-3122,44.441566,-105.566766,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-08-01,115,,PRB COAL BED,TRITON,
49-005-31164,TRITON #42A-2523,44.459741,-105.569905,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-08-01,114,,PRB COAL BED,TRITON,
49-005-31165,TRITON #33A-2523,44.455902,-105.575576,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-08-01,115,,PRB COAL BED,TRITON,
49-005-31167,TRITON #22A-3122,44.444376,-105.561976,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-08-01,115,,PRB COAL BED,TRITON,
49-005-31220,TRITON #11C-3122,44.449255,-105.564159,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-12-01,115,,PRB COAL BED,TRITON,
49-005-31221,TRITON #22C-3122,44.444904,-105.561773,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-09-01,115,,PRB COAL BED,TRITON,
49-005-31225,MIRIAM HICKS #1-34-10,44.32256,-105.496144,Wyoming,Campbell,HIGH PLAINS GAS LLC,Gas,Permanently Abandoned,1997-06-01,110,,PRB COAL BED,MIRIAM HICKS,
49-005-31226,JOHN MILLER #2-24-10,44.322532,-105.501729,Wyoming,Campbell,HIGH PLAINS GAS LLC,LW,Permanently Abandoned,1996-10-01,84,,PRB COAL BED,JOHN MILLER,
49-005-31227,JOHN MILLER #3-31-15,44.318877,-105.496174,Wyoming,Campbell,HIGH PLAINS GAS LLC,Gas,Permanently Abandoned,1996-10-01,129,,PRB COAL BED,JOHN MILLER,
49-005-31228,JOHN & WIH MILLER #4-22-15,44.315133,-105.501504,Wyoming,Campbell,HIGH PLAINS GAS LLC,Gas,Permanently Abandoned,1996-10-01,114,,PRB COAL BED,JOHN & WIH MILLER,
49-005-31234,DURHAM RANCH #3-31-20-4571,43.866748,-105.412381,Wyoming,Campbell,ANADARKO E&P ONSHORE LLC,LW,Permanently Abandoned,1996-11-01,137,,PRB COAL BED,DURHAM RANCH,
49-005-31241,TRITON #13C-3022,44.455673,-105.56366,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-10-01,115,,PRB COAL BED,TRITON,
49-005-31280,TRITON #14C-3022,44.45227,-105.563679,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-10-01,115,,PRB COAL BED,TRITON,
49-005-31294,HOUSE CREEK NORTH UN #11-27,43.937679,-105.746166,Wyoming,Campbell,CITATION OIL & GAS CORPORATION,Injection,Temporarily Abandoned,1996-12-01,46,,HOUSE CREEK,HOUSE CREEK NORTH UN,
49-005-31348,DRY FORK COAL #1-13-2,44.340422,-105.487765,Wyoming,Campbell,HIGH PLAINS GAS LLC,LW,Permanently Abandoned,1997-01-01,69,,PRB COAL BED,DRY FORK COAL,
49-005-31397,TRITON #24C-1922,44.466749,-105.558682,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-12-01,115,,PRB COAL BED,TRITON,
49-005-31398,TRITON #14A-1922,44.466695,-105.565062,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-12-01,115,,PRB COAL BED,TRITON,
49-005-31399,TRITON #12C-3122,44.444379,-105.565888,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-11-01,115,,PRB COAL BED,TRITON,
49-005-31400,TRITON #43C-2523,44.456065,-105.570634,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-11-01,115,,PRB COAL BED,TRITON,
49-005-31402,TRITON #11A-3022,44.463545,-105.564349,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-11-01,115,,PRB COAL BED,TRITON,
49-005-31403,TRITON #12A-3022,44.460389,-105.565077,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-11-01,115,,PRB COAL BED,TRITON,
49-005-31404,TRITON #13A-3022,44.455681,-105.565096,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-12-01,115,,PRB COAL BED,TRITON,
49-005-31405,TRITON #14A-3022,44.452509,-105.564407,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1997-01-01,115,,PRB COAL BED,TRITON,
49-005-31419,BONE PILE #26-22,44.110101,-105.477109,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1996-12-01,126,,PRB COAL BED,BONE PILE,
49-005-31420,BONE PILE #26-21,44.113734,-105.477105,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1996-12-01,126,,PRB COAL BED,BONE PILE,
49-005-31421,CABALLO #34-31,44.099253,-105.492187,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-01-01,126,,PRB COAL BED,CABALLO,
49-005-31422,CABALLO #34-14,44.08852,-105.502848,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-01-01,127,,PRB COAL BED,CABALLO,
49-005-31423,CABALLO #34-13,44.092582,-105.501895,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-02-01,127,,PRB COAL BED,CABALLO,
49-005-31424,CABALLO #34-33,44.092093,-105.492318,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-01-01,126,,PRB COAL BED,CABALLO,
49-005-31425,BONE PILE #23-24,44.117194,-105.477295,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2000-08-01,126,,PRB COAL BED,BONE PILE,
49-005-31426,CABELLO #34-32,44.095664,-105.491779,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-01-01,126,,PRB COAL BED,CABELLO,
49-005-31427,BONE PILE #26-31,44.11369,-105.47177,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2000-10-01,126,,PRB COAL BED,BONE PILE,
49-005-31428,BONE PILE #23-14,44.117036,-105.482356,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2000-08-01,126,,PRB COAL BED,BONE PILE,
49-005-31439,TRITON #21C2,44.4631,-105.558679,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1996-11-01,115,,PRB COAL BED,TRITON,
49-005-31501,TRITON #44EC-2423,44.46755,-105.570609,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1997-05-01,115,,PRB COAL BED,TRITON,
49-005-31502,OEDEKOVEN #34C-2423,44.466773,-105.576262,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1997-06-01,115,,PRB COAL BED,OEDEKOVEN,
49-005-31518,HOE CREEK #14-42,44.052023,-105.46698,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1998-10-01,128,,PRB COAL BED,HOE CREEK,
49-005-31519,HOE CREEK #10-11,44.07,-105.502222,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-08-01,127,,PRB COAL BED,HOE CREEK,
49-005-31520,HOE CREEK #10-21,44.07,-105.49722,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-04-01,127,,PRB COAL BED,HOE CREEK,
49-005-31521,HOE CREEK #14-41,44.055675,-105.466991,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1998-08-01,128,,PRB COAL BED,HOE CREEK,
49-005-31522,HOE CREEK #15-11,44.055568,-105.502103,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1998-06-01,128,,PRB COAL BED,HOE CREEK,
49-005-31523,HOE CREEK #15-21,44.055581,-105.497099,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1998-02-01,128,,PRB COAL BED,HOE CREEK,
49-005-31524,HOE CREEK #15-22,44.051928,-105.497158,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1998-04-01,128,,PRB COAL BED,HOE CREEK,
49-005-31525,HOE CREEK #10-31,44.07,-105.49222,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-02-01,127,,PRB COAL BED,HOE CREEK,
49-005-31526,HOE CREEK #10-41,44.07027,-105.487222,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-06-01,127,,PRB COAL BED,HOE CREEK,
49-005-31527,HOE CREEK #10-42,44.06667,-105.487222,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-12-01,127,,PRB COAL BED,HOE CREEK,
49-005-31528,HOE CREEK #10-43,44.062972,-105.487861,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-10-01,127,,PRB COAL BED,HOE CREEK,
49-005-31529,CABALLO #5-22,44.081219,-105.538266,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-08-01,128,,PRB COAL BED,CABALLO,
49-005-31530,CABALLO #5-23,44.077471,-105.538334,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-07-01,128,,PRB COAL BED,CABALLO,
49-005-31531,CABALLO #5-24,44.073841,-105.537823,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-07-01,128,,PRB COAL BED,CABALLO,
49-005-31532,CABALLO #5-32,44.081115,-105.532695,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-07-01,128,,PRB COAL BED,CABALLO,
49-005-31533,CABALLO #5-33,44.077674,-105.532685,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-03-01,128,,PRB COAL BED,CABALLO,
49-005-31534,CABALLO #5-42,44.081117,-105.52762,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-07-01,128,,PRB COAL BED,CABALLO,
49-005-31535,CABALLO #5-43,44.077478,-105.527615,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-03-01,128,,PRB COAL BED,CABALLO,
49-005-31536,CABALLO #5-44,44.073848,-105.52761,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-03-01,128,,PRB COAL BED,CABALLO,
49-005-31570,MCKENZIE #12 A-1802,44.313297,-105.568046,Wyoming,Campbell,HIGH PLAINS GAS LLC,Gas,Permanently Abandoned,2000-06-01,66,,PRB COAL BED,MCKENZIE,
49-005-31572,NADINE MCKENZIE #14A-1802,44.306337,-105.567215,Wyoming,Campbell,HIGH PLAINS GAS LLC,Gas,Permanently Abandoned,1997-03-01,66,,PRB COAL BED,NADINE MCKENZIE,
49-005-31574,CABALLO #34-34,44.08831,-105.492028,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2001-06-01,126,,PRB COAL BED,CABALLO,
49-005-31575,CABALLO #34-24,44.088377,-105.497216,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2001-02-01,126,,PRB COAL BED,CABALLO,
49-005-31576,CABALLO #34-23,44.092238,-105.497198,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2000-05-01,127,,PRB COAL BED,CABALLO,
49-005-31577,CABALLO #34-22,44.095596,-105.497182,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,2000-04-01,127,,PRB COAL BED,CABALLO,
49-005-31578,CABALLO #33-44,44.088499,-105.507332,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-09-01,127,,PRB COAL BED,CABALLO,
49-005-31579,CABALLO #33-34,44.088448,-105.512407,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-08-01,127,,PRB COAL BED,CABALLO,
49-005-31583,BONE PILE #21-13,44.121071,-105.522427,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-05-01,125,,PRB COAL BED,BONE PILE,
49-005-31584,BONE PILE #21-14,44.117522,-105.522451,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-06-01,125,,PRB COAL BED,BONE PILE,
49-005-31585,BONE PILE #21-21,44.128516,-105.517327,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-06-01,126,,PRB COAL BED,BONE PILE,
49-005-31586,BONE PILE #21-22,44.124818,-105.517355,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-05-01,125,,PRB COAL BED,BONE PILE,
49-005-31587,BONE PILE #21-23,44.121138,-105.517384,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-05-01,125,,PRB COAL BED,BONE PILE,
49-005-31606,WINGS #3-29,44.37613,-105.54047,Wyoming,Campbell,MEDALLION EXPLORATION,Gas,Permanently Abandoned,2002-02-01,47,,PRB COAL BED,WINGS,
49-005-31661,BONE PILE #29-12,44.110048,-105.542749,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-06-01,125,,PRB COAL BED,BONE PILE,
49-005-31662,BONE PILE #29-13,44.106399,-105.542749,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-08-01,125,,PRB COAL BED,BONE PILE,
49-005-31663,BONE PILE #29-22,44.110055,-105.537672,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-06-01,125,,PRB COAL BED,BONE PILE,
49-005-31709,WOLFF #5A-25,44.199405,-105.45935,Wyoming,Campbell,ROCKWELL ENERGY CORPORATION,LW,Permanently Abandoned,1997-11-01,339,,ROURKE GAP,WOLFF,
49-005-31727,CARTER #10-12,44.066575,-105.50228,Wyoming,Campbell,LORAL OPERATING LLC,Gas,Permanently Abandoned,1997-06-01,127,,PRB COAL BED,CARTER,
49-005-31743,HENSLEY #12WA-2833,44.547455,-105.653545,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,LW,Permanently Abandoned,1997-05-01,76,,PRB COAL BED,HENSLEY,
49-005-31744,LANDECK #21WA-1023,44.506035,-105.624701,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1997-06-01,69,,PRB COAL BED,LANDECK,
49-005-31746,LYNDE #13C-3032,44.543822,-105.571364,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1997-06-01,68,,PRB COAL BED,LYNDE,
49-005-31753,TRITON #41C-2523,44.463402,-105.569882,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1997-06-01,115,,PRB COAL BED,TRITON,
49-005-31804,OEDEKOVEN #42C-2423,44.474966,-105.569169,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1997-07-01,115,,PRB COAL BED,OEDEKOVEN,
49-005-31822,OEDEKOVEN #41C-2423,44.478368,-105.569487,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1997-07-01,114,,PRB COAL BED,OEDEKOVEN,
49-005-31855,HALL #13C-622,44.51524,-105.564312,Wyoming,Campbell,USA EXPLORATION & PRODUCTION LLC,Gas,Permanently Abandoned,1998-04-01,69,,PRB COAL BED,HALL,
49-005-31874,LANDECK #12WA-1023,44.502097,-105.630203,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,2000-12-01,69,,PRB COAL BED,LANDECK,
49-005-31877,LANDECK #21C-1023,44.505173,-105.624604,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,1998-02-01,69,,PRB COAL BED,LANDECK,
49-005-31882,LYNDE #24C2-3032,44.540825,-105.566368,Wyoming,Campbell,PATRIOT ENERGY RESOURCES LLC,Gas,Permanently Abandoned,,68,,PRB COAL BED,LYNDE,
