api_number,well_name,latitude,longitude,state,county,operator_name,well_type,well_status,spud_date,months_inactive,liability_est,field_name,lease_name,district
49-001-05036,HULL #1,41.2752,-106.1387,Wyoming,Albany,GLENWOOD OIL COMPANY,Service,Permanently Abandoned,1955-06-01,849,,WC,HULL,
49-001-05083,WATER #1,41.32822,-105.56664,Wyoming,Albany,UNION OIL CO OF CALIFORNIA,Unknown,Permanently Abandoned,,,,WC,WATER,
49-001-05106,HERRICK #3,41.381485,-105.873428,Wyoming,Albany,TAP MANAGEMENT INC,Oil,Temporarily Abandoned,1947-04-01,54,,HERRICK,HERRICK,
49-001-05109,HERRICK #4,41.385008,-105.873601,Wyoming,Albany,TAP MANAGEMENT INC,Disposal,Temporarily Abandoned,1947-05-01,54,,HERRICK,HERRICK,
49-001-05113,PARKINSON #1,41.38742,-105.82684,Wyoming,Albany,TAP MANAGEMENT INC,Disposal,Temporarily Abandoned,1948-04-01,54,,LITTLE LARAMIE,PARKINSON,
49-001-05117,HERRICK #6,41.383222,-105.873615,Wyoming,Albany,TAP MANAGEMENT INC,Oil,Temporarily Abandoned,1948-03-01,54,,HERRICK,HERRICK,
49-001-60001,BOYLAN #1,41.91766,-106.04476,Wyoming,Albany,TWIN EAGLE PETRO CORP,Unknown,Permanently Abandoned,1950-04-01,,,WC,BOYLAN,
49-003-05061,WY State 0-3593 #1,44.17381,-107.73271,Wyoming,Big Horn,LEGACY RESERVES OPERATING LP,Oil,Temporarily Abandoned,1952-04-01,74,,BONANZA,WY State 0-3593,
49-003-05063,MENGER #3,44.17459,-107.73207,Wyoming,Big Horn,LEGACY RESERVES OPERATING LP,Oil,Temporarily Abandoned,1952-06-01,74,,BONANZA,MENGER,
49-003-05072,STATE 0-4198 #2,44.17788,-107.73521,Wyoming,Big Horn,LEGACY RESERVES OPERATING LP,Oil,Temporarily Abandoned,1951-04-01,74,,BONANZA,STATE 0-4198,
49-003-05392,UNIT #9,44.37738,-107.98037,Wyoming,Big Horn,STANOLIND OIL & GAS COMPANY,Unknown,Permanently Abandoned,1952-04-01,,,TORCHLIGHT,UNIT,
49-003-05413,CURTIS #1,44.37918,-107.98038,Wyoming,Big Horn,MCDONALD & CURTIS,Unknown,Permanently Abandoned,1940-04-01,,,TORCHLIGHT,CURTIS,
49-003-05415,7 TLMTU #7,44.37893,-107.96155,Wyoming,Big Horn,WHITING OIL & GAS CORPORATION,Disposal,Temporarily Abandoned,1948-07-01,46,,TORCHLIGHT,7 TLMTU,
49-003-05643,LINDERMAN #1,44.47526,-107.88206,Wyoming,Big Horn,ZEPHYR DRILLING CORP,Service,Permanently Abandoned,1956-09-01,834,,WC,LINDERMAN,
49-003-05753,BOYLAN #3,44.49676,-108.05622,Wyoming,Big Horn,CASCADE OIL,Unknown,Permanently Abandoned,1956-01-01,802,,GREYBULL,BOYLAN,
49-003-05954,HARRIS #3,44.77156,-108.53432,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1951-07-01,54,,GARLAND,HARRIS,
49-003-05960,GRIFFIN #4,44.77264,-108.52647,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1947-09-01,46,,GARLAND,GRIFFIN,
49-003-05964,GRIFFIN #6,44.77348,-108.52491,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1951-04-01,46,,GARLAND,GRIFFIN,
49-003-05967,M D HARRIS #1,44.77258,-108.53194,Wyoming,Big Horn,MARATHON OIL COMPANY,Oil,Temporarily Abandoned,1944-03-01,259,,GARLAND,M D HARRIS,
49-003-05977,E THOMAS PATENTED #4,44.77611,-108.53031,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1958-12-01,46,,GARLAND,E THOMAS PATENTED,
49-003-05995,VERNON SMITH #7,44.77886,-108.53706,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1954-10-01,46,,GARLAND,VERNON SMITH,
49-003-06004,VERNON SMITH #5,44.78067,-108.5396,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1951-03-01,46,,GARLAND,VERNON SMITH,
49-003-06019,JONES #4,44.78216,-108.55017,Wyoming,Big Horn,TEXACO EXPLORATION & PROD,Unknown,Permanently Abandoned,1959-05-01,,,GARLAND,JONES,
49-003-06022,VERNON SMITH C-708 #6,44.78227,-108.54467,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1959-03-01,46,,GARLAND,VERNON SMITH C-708,
49-003-06066,COLONY FEE #6,44.78643,-108.57041,Wyoming,Big Horn,MERIT ENERGY COMPANY,Disposal,Temporarily Abandoned,1954-09-01,46,,GARLAND,COLONY FEE,
49-003-06153,YATES #1,44.79019,-108.53651,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1936-04-01,46,,GARLAND,YATES,
49-003-06176,KINNEY COASTAL #51T,44.79148,-108.56522,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1958-10-01,46,,GARLAND,KINNEY COASTAL,
49-003-06188,ALLEN #6,44.78654,-108.53,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1959-02-01,46,,GARLAND,ALLEN,
49-003-06219,GEORGE EASTON #1,44.7948,-108.54785,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1929-04-01,46,,GARLAND,GEORGE EASTON,
49-003-06232,GEORGE EASTON #6,44.79658,-108.54152,Wyoming,Big Horn,MERIT ENERGY COMPANY,Gas,Temporarily Abandoned,1971-06-01,46,,GARLAND,GEORGE EASTON,
49-003-06234,J WEST #2,44.79671,-108.47016,Wyoming,Big Horn,MERIT ENERGY COMPANY,Injection,Temporarily Abandoned,1947-01-01,46,,BYRON,J WEST,
49-003-06235,GEORGE EASTON #4,44.80778,-108.5431,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1938-01-01,46,,GARLAND,GEORGE EASTON,
49-003-06282,KINNEY COASTAL #44,44.80046,-108.58288,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1952-05-01,46,,GARLAND,KINNEY COASTAL,
49-003-06285,JOANA WRIGHT PATENT #1,44.80067,-108.55031,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1947-08-01,54,,GARLAND,JOANA WRIGHT PATENT,
49-003-06287,UTAH SOUTHERN #16,44.80181,-108.5693,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1964-12-01,46,,GARLAND,UTAH SOUTHERN,
49-003-06290,KINNEY COASTAL #16,44.80138,-108.57924,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1985-10-01,46,,GARLAND,KINNEY COASTAL,
49-003-06292,HUSKY HOSKINS #1,44.8011,-108.47724,Wyoming,Big Horn,MERIT ENERGY COMPANY,Injection,Temporarily Abandoned,1933-01-01,46,,BYRON,HUSKY HOSKINS,
49-003-06294,MISCHLER BADGER #1,44.80131,-108.47285,Wyoming,Big Horn,MERIT ENERGY COMPANY,Injection,Temporarily Abandoned,1942-12-01,46,,BYRON,MISCHLER BADGER,
49-003-06297,UTAH SOUTHERN #13,44.801813,-108.55427,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1955-07-01,46,,GARLAND,UTAH SOUTHERN,
49-003-06318,ROY WILLEY #2,44.80511,-108.57142,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,,46,,GARLAND,ROY WILLEY,
49-003-06332,CROSS GAS #6,44.80151,-108.54051,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1948-05-01,46,,GARLAND,CROSS GAS,
49-003-06338,NELLIE WIRTH #1,44.80131,-108.48401,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1943-06-01,46,,BYRON,NELLIE WIRTH,
49-003-06340,OCCIDENTAL FEE #2,44.80912,-108.49367,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1944-03-01,46,,BYRON,OCCIDENTAL FEE,
49-003-06373,PRYDE WILLEY #2,44.82081,-108.50651,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1959-02-01,46,,BYRON,PRYDE WILLEY,
49-003-06425,STATE #1,44.82706,-108.29706,Wyoming,Big Horn,TOWN OF LOVELL,Service,Permanently Abandoned,,1205,,WC,STATE,
49-003-06463,HUDGINS #1,44.88024,-108.55114,Wyoming,Big Horn,WHITE ROCK OIL & GAS LLC,Oil,Temporarily Abandoned,1965-01-01,46,,COWLEY,HUDGINS,
49-003-06464,DALTON #1,44.88411,-108.5467,Wyoming,Big Horn,WHITE ROCK OIL & GAS LLC,Oil,Temporarily Abandoned,1963-12-01,46,,COWLEY,DALTON,
49-003-06633,ALLEN PATENTED #1A,44.78627,-108.52921,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1936-05-01,46,,GARLAND,ALLEN PATENTED,
49-003-07010,STATE 0-4198 #4,44.1797,-107.73771,Wyoming,Big Horn,LEGACY RESERVES OPERATING LP,Oil,Temporarily Abandoned,1951-08-01,74,,BONANZA,STATE 0-4198,
49-003-07113,ALLEN #2,44.79003,-108.51506,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1938-10-01,46,,GARLAND,ALLEN,
49-003-20086,LAMB-GOVT #1,44.39506,-107.96653,Wyoming,Big Horn,THE BRINKERHOFF COMPANY,Unknown,Permanently Abandoned,1968-07-01,,,LAMB,LAMB-GOVT,
49-003-20116,C LINDSAY #2,44.82374,-108.49911,Wyoming,Big Horn,MERIT ENERGY COMPANY,Gas,Temporarily Abandoned,1969-05-01,54,,BYRON,C LINDSAY,
49-003-20122,UTAH SOUTH C-044105 #21,44.80271,-108.5666,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1969-06-01,46,,GARLAND,UTAH SOUTH C-044105,
49-003-20136,ROY WILLEY PATENTED #3,44.80435,-108.55284,Wyoming,Big Horn,MERIT ENERGY COMPANY,Disposal,Temporarily Abandoned,1969-08-01,46,,GARLAND,ROY WILLEY PATENTED,
49-003-20140,SHEPPERSON RANCH #1,44.88767,-108.52572,Wyoming,Big Horn,LEGACY RESERVES OPERATING LP,Oil,Temporarily Abandoned,1969-09-01,74,,HOMESTEAD,SHEPPERSON RANCH,
49-003-20187,VERNON SMITH #9,44.78323,-108.5373,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1970-09-01,46,,GARLAND,VERNON SMITH,
49-003-20195,JONES #6,44.78564,-108.5356,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1971-02-01,46,,GARLAND,JONES,
49-003-20196,W S GRIFFIN #13,44.77976,-108.53034,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1971-03-01,46,,GARLAND,W S GRIFFIN,
49-003-20202,VERNON SMITH PATENT #11,44.78446,-108.54001,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1971-10-01,46,,GARLAND,VERNON SMITH PATENT,
49-003-20213,KINNEY COASTAL #63,44.80522,-108.58846,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1971-12-01,46,,GARLAND,KINNEY COASTAL,
49-003-20238,TLMTU #48,44.379,-107.97994,Wyoming,Big Horn,WHITING OIL & GAS CORPORATION,Oil,Temporarily Abandoned,1972-09-01,46,,TORCHLIGHT,TLMTU,
49-003-20251,VERNON SMITH #12,44.78023,-108.53728,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1972-10-01,46,,GARLAND,VERNON SMITH,
49-003-20256,TLMTU #51,44.37747,-107.9775,Wyoming,Big Horn,WHITING OIL & GAS CORPORATION,Oil,Temporarily Abandoned,1972-10-01,67,,TORCHLIGHT,TLMTU,
49-003-20257,TLMTU #52,44.38128,-107.98292,Wyoming,Big Horn,WHITING OIL & GAS CORPORATION,Oil,Temporarily Abandoned,1972-11-01,46,,TORCHLIGHT,TLMTU,
49-003-20283,COLONY #15,44.78838,-108.55212,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1973-10-01,46,,GARLAND,COLONY,
49-003-20289,VERNON SMITH #14,44.78338,-108.5491,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1973-12-01,46,,GARLAND,VERNON SMITH,
49-003-20298,C ANDERSON #2,44.80746,-108.48557,Wyoming,Big Horn,MERIT ENERGY COMPANY,Injection,Temporarily Abandoned,1974-02-01,46,,BYRON,C ANDERSON,
49-003-20350,KINNEY COASTAL #75,44.80248,-108.575,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1975-09-01,46,,GARLAND,KINNEY COASTAL,
49-003-20357,OCCIDENTAL #3,44.80682,-108.484776,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1975-12-01,46,,BYRON,OCCIDENTAL,
49-003-20395,UTAH SOUTHERN #37,44.80975,-108.56832,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1988-01-01,46,,GARLAND,UTAH SOUTHERN,
49-003-20402,BYRON UNION #6,44.82412,-108.51494,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1976-10-01,46,,BYRON,BYRON UNION,
49-003-20407,COLONY #20,44.78706,-108.54991,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1976-11-01,46,,GARLAND,COLONY,
49-003-20416,UTAH SOUTHERN #42,44.79688,-108.55585,Wyoming,Big Horn,MERIT ENERGY COMPANY,Gas,Temporarily Abandoned,1977-05-01,46,,GARLAND,UTAH SOUTHERN,
49-003-20430,UTAH SOUTHERN #44,44.80651,-108.56691,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1977-07-01,46,,GARLAND,UTAH SOUTHERN,
49-003-20432,KLAENHAMMER #1,44.46631,-108.09531,Wyoming,Big Horn,OIL DEVELOPMENT OF TEXAS,Unknown,Permanently Abandoned,1977-06-01,,,GREYBULL WEST,KLAENHAMMER,
49-003-20445,COLLINS #1,44.81627,-108.51251,Wyoming,Big Horn,MERIT ENERGY COMPANY,Injection,Temporarily Abandoned,1977-12-01,46,,BYRON,COLLINS,
49-003-20457,ROY WILLEY FEE #5,44.80536,-108.55427,Wyoming,Big Horn,MERIT ENERGY COMPANY,Disposal,Temporarily Abandoned,1978-02-01,46,,GARLAND,ROY WILLEY FEE,
49-003-20463,GEORGE EASTON #10,44.79714,-108.5473,Wyoming,Big Horn,MERIT ENERGY COMPANY,Gas,Temporarily Abandoned,1978-07-01,46,,GARLAND,GEORGE EASTON,
49-003-20503,OCCIDENTAL #4,44.80471,-108.48632,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1979-05-01,46,,BYRON,OCCIDENTAL,
49-003-20515,DAVID WILLIAMS #2,44.80389,-108.48651,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1979-10-01,46,,BYRON,DAVID WILLIAMS,
49-003-20540,ABRAHAM #8,44.807587,-108.48591,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1980-10-01,46,,BYRON,ABRAHAM,
49-003-20555,TLMTU #58,44.38012,-107.97945,Wyoming,Big Horn,WHITING OIL & GAS CORPORATION,Oil,Temporarily Abandoned,1980-10-01,46,,TORCHLIGHT,TLMTU,
49-003-20561,OCCIDENTAL PATENTED #6,44.81105,-108.49542,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1980-12-01,46,,BYRON,OCCIDENTAL PATENTED,
49-003-20592,FEE #2-21,44.46688,-108.04135,Wyoming,Big Horn,COOPER PETROLEUM INC,Unknown,Permanently Abandoned,1981-05-01,517,,GREYBULL,FEE,
49-003-20604,KINNEY CO #86,44.81701,-108.58693,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1981-08-01,46,,GARLAND,KINNEY CO,
49-003-20619,LAMB #2-12,44.40501,-107.97705,Wyoming,Big Horn,ARJAY OIL COMPANY,Oil,Temporarily Abandoned,1982-02-01,400,,LAMB,LAMB,
49-003-20633,J WEST #3,44.79855,-108.46978,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1982-04-01,46,,BYRON,J WEST,
49-003-20651,PETERSON L J #1X,44.33966,-107.875,Wyoming,Big Horn,DAVIS EXPLORATION,Unknown,Permanently Abandoned,1982-10-01,,,LITE BUTTE,PETERSON L J,
49-003-20660,A BAKER #4,44.81136,-108.51038,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1982-12-01,46,,BYRON,A BAKER,
49-003-20672,WILLEY C #3,44.81026,-108.48054,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1983-06-01,46,,BYRON,WILLEY C,
49-003-20750,WENDALL STEPHENS #4,44.79601,-108.46206,Wyoming,Big Horn,MERIT ENERGY COMPANY,Injection,Temporarily Abandoned,1984-11-01,46,,BYRON,WENDALL STEPHENS,
49-003-20754,ROY WILEY PATENTED #8,44.80553,-108.55176,Wyoming,Big Horn,MERIT ENERGY COMPANY,Disposal,Temporarily Abandoned,1985-01-01,46,,GARLAND,ROY WILEY PATENTED,
49-003-20773,J WEST #4,44.79938,-108.46635,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1985-11-01,46,,BYRON,J WEST,
49-003-20788,ALLEN #14,44.78718,-108.53551,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1985-10-01,46,,GARLAND,ALLEN,
49-003-20798,PATTY FED #6,44.34478,-107.87072,Wyoming,Big Horn,DAVIS EXPLORATION,Service,Permanently Abandoned,1987-09-01,461,,LITE BUTTE,PATTY FED,
49-003-20800,GRAHAM #8,44.79489,-108.55097,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1987-09-01,46,,GARLAND,GRAHAM,
49-003-20823,SAGEBRUSH #13-25,44.36204,-107.85941,Wyoming,Big Horn,WYOIL CORP,Oil,Temporarily Abandoned,1989-01-01,46,,SAGEBUSH,SAGEBRUSH,
49-003-20827,SAGEBRUSH #32-26,44.36523,-107.86893,Wyoming,Big Horn,WYOIL CORP,Oil,Temporarily Abandoned,1989-03-01,46,,SAGEBUSH,SAGEBRUSH,
49-003-20842,CROSS GAS #13,44.79578,-108.54594,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1989-11-01,46,,GARLAND,CROSS GAS,
49-003-20853,G. EASTON #13,44.79543,-108.54454,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1990-09-01,46,,GARLAND,G. EASTON,
49-003-20860,UTAH WYOMING #8,44.79047,-108.53218,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1991-02-01,46,,GARLAND,UTAH WYOMING,
49-003-20874,COLONY #25,44.790018,-108.53901,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1992-04-01,46,,GARLAND,COLONY,
49-003-20878,COLONY #26,44.7876,-108.55054,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1992-04-01,46,,GARLAND,COLONY,
49-003-20890,UTAH SOUTH C-044105 #66,44.796403,-108.55899,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1993-02-01,46,,GARLAND,UTAH SOUTH C-044105,
49-003-20951,YATES #6,44.78171,-108.52928,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1996-07-01,46,,GARLAND,YATES,
49-003-20978,COLONY #28,44.780632,-108.544,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1997-01-01,46,,GARLAND,COLONY,
49-003-20980,VERNON SMITH #16,44.78023,-108.53625,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,1997-03-01,46,,GARLAND,VERNON SMITH,
49-003-21550,HOSKINS B #13H,44.82851,-108.52306,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,2004-03-01,46,,BYRON,HOSKINS B,
49-003-21577,BOYLAN NORTH #1,44.48917,-108.063889,Wyoming,Big Horn,NEW ERA PETROLEUM INC,Disposal,Temporarily Abandoned,2006-06-01,53,,GREYBULL,BOYLAN NORTH,
49-003-21589,SPENCE DOME UNIT #92,44.67861,-108.1825,Wyoming,Big Horn,ENDEAVOR ENERGY LLC,Oil,Temporarily Abandoned,2008-01-01,192,,SPENCE DOME,SPENCE DOME UNIT,
49-003-21612,FEDERAL #1-26H,44.444512,-108.23383,Wyoming,Big Horn,TETON BIGHORN LLC,Gas,Temporarily Abandoned,2011-10-01,163,,GREYBULL WEST,FEDERAL,
49-003-21626,KINNEY COASTAL #101,44.8016,-108.57403,Wyoming,Big Horn,MERIT ENERGY COMPANY,Oil,Temporarily Abandoned,2010-05-01,46,,GARLAND,KINNEY COASTAL,
49-003-60025,W S GRIFFIN #10,44.78159,-108.52594,Wyoming,Big Horn,TEXACO EXPLORATION & PROD,Unknown,Permanently Abandoned,1960-01-01,,,GARLAND,W S GRIFFIN,
49-003-60034,GOVT 035960 #1,44.18963,-107.75155,Wyoming,Big Horn,MERZ CARL,Unknown,Permanently Abandoned,,,,WC,GOVT 035960,
49-005-05058,GOVT-NAPIER #1,44.02481,-105.887405,Wyoming,Campbell,DAVIS OIL COMPANY,Unknown,Permanently Abandoned,1957-08-01,,,WC,GOVT-NAPIER,
49-005-05113,WSW DILLINGER RANCH #1,44.073381,-105.172927,Wyoming,Campbell,TR OPERATING LLC,Service,Temporarily Abandoned,1964-10-01,45,,DILLINGER RANCH,WSW DILLINGER RANCH,
49-005-05503,WS #1,44.24605,-105.3443,Wyoming,Campbell,TRUE OIL LLC,Service,Permanently Abandoned,1965-06-01,,,TIMBER CREEK NORTHWEST,,
49-005-05558,BARBER CREEK UNIT #3335,44.261724,-105.962483,Wyoming,Campbell,PINE HAVEN RESOURCES LLC,Oil,Temporarily Abandoned,1959-10-01,45,,BARBER CREEK,BARBER CREEK UNIT,
49-005-05595,PETER SVALINA #3A,44.291212,-105.22329,Wyoming,Campbell,WPX ENERGY ROCKY MOUNTAIN LLC,Service,Permanently Abandoned,1964-07-01,272,,ROZET,PETER SVALINA,
49-005-05628,3,44.300417,-105.511732,Wyoming,Campbell,CITY OF GILLETTE,Service,Permanently Abandoned,1937-07-01,1056,,WC,,
49-005-05720,RMSU #11-2,44.327761,-105.192491,Wyoming,Campbell,OSBORN HEIRS COMPANY LTD,Oil,Temporarily Abandoned,1960-10-01,165,,ROZET,RMSU,
49-005-05763,USA-H C LA HUE #1,44.356895,-105.248065,Wyoming,Campbell,PATHFINDER ENERGY INC,Service,Permanently Abandoned,1964-07-01,739,,WC,USA-H C LA HUE,
49-005-06244,WSW #2,44.065576,-105.173157,Wyoming,Campbell,TR OPERATING LLC,Service,Permanently Abandoned,1964-09-01,136,,DILLINGER RANCH,WSW,
49-005-06462,FED V D WILDE #1,44.525362,-105.084978,Wyoming,Campbell,BERENERGY CORPORATION,Oil,Temporarily Abandoned,1967-03-01,46,,M-D,FED V D WILDE,
49-005-06463,KRAUSE #2,44.171414,-105.118046,Wyoming,Campbell,EXXON MOBIL OIL CORPORATION,Service,Permanently Abandoned,1966-06-01,,,RAVEN CREEK,KRAUSE,
49-005-06465,NORMAN #3,44.142435,-105.11639,Wyoming,Campbell,EXXON MOBIL OIL CORPORATION,Service,Permanently Abandoned,1966-06-01,,,RAVEN CREEK,NORMAN,
49-005-07117,WSW FEE #1,44.860221,-105.877281,Wyoming,Campbell,THE TERMO COMPANY,Service,Permanently Abandoned,,611,,WC,WSW FEE,
49-005-07120,SPRINGEN RANCH UNIT #2,44.369327,-105.392507,Wyoming,Campbell,BP AMERICA PRODUCTION COMPANY,Service,Permanently Abandoned,,639,,SPRINGEN RANCH,SPRINGEN RANCH UNIT,
49-005-07146,BLACKBIRD #1,44.073163,-105.786372,Wyoming,Campbell,EOG RESOURCES INC,Monitor,Permanently Abandoned,,51,,WC,BLACKBIRD,
49-005-07150,JACK BAILEY WSW #1,43.9618,-105.4505,Wyoming,Campbell,WPX ENERGY ROCKY MOUNTAIN LLC,LW,Permanently Abandoned,,307,,WC,JACK BAILEY WSW,
49-005-07158,FEDERAL #2X,43.616242,-105.260777,Wyoming,Campbell,BANKS AND CONRAD,Unknown,Permanently Abandoned,,,,PAYNE,FEDERAL,
49-005-07204,WEST #5-23 I,44.81741,-105.98194,Wyoming,Campbell,HIGH PLAINS GAS LLC,LW,Permanently Abandoned,2001-09-01,49,,WC,WEST,
49-005-07218,WEST 12-28I #1,44.80011,-105.90095,Wyoming,Campbell,HIGH PLAINS GAS LLC,LW,Permanently Abandoned,,71,,PRB COAL BED,WEST 12-28I,
49-005-07643,C SMITH #3-12 I,44.68005,-105.83132,Wyoming,Campbell,CAMMERAN PETROLEUM INC,LW,Permanently Abandoned,2007-01-01,77,,SPOTTED HORSE,C SMITH,
49-005-20053,HAWKINS W-045718 #2X,44.621144,-105.260935,Wyoming,Campbell,DAVIS OIL COMPANY,Unknown,Permanently Abandoned,1967-05-01,,,BOOTON,HAWKINS W-045718,
49-005-20236,SHANAHAN-FEDERAL #1,44.521279,-105.770746,Wyoming,Campbell,DAVIS OIL COMPANY,Unknown,Permanently Abandoned,1968-01-01,,,WC,SHANAHAN-FEDERAL,
49-005-20305,SINCLAIR-5 #1,44.516566,-105.896718,Wyoming,Campbell,STOLTZ & CO ETAL,Unknown,Permanently Abandoned,1968-01-01,,,WC,SINCLAIR-5,
49-005-20407,SKYLINE-FEDERAL #1,44.465372,-105.736707,Wyoming,Campbell,DAVIS OIL COMPANY,Unknown,Permanently Abandoned,1968-04-01,,,WC,SKYLINE-FEDERAL,
49-005-20552,SANDBAR UNIT #22,44.91149,-105.72271,Wyoming,Campbell,EMERALD RESTORATION & PROD,Service,Permanently Abandoned,1968-01-01,194,,SANDBAR WEST,SANDBAR UNIT,
49-005-20686,GAS DRAW UT W-043749 #22-19A,44.649622,-105.566555,Wyoming,Campbell,DENBURY ONSHORE LLC,Oil,Temporarily Abandoned,1968-08-01,45,,GAS DRAW,GAS DRAW UT W-043749,
49-005-20741,RALPH #20,44.90806,-105.6975,Wyoming,Campbell,DAVIS OIL COMPANY,Unknown,Permanently Abandoned,1968-09-01,,,SANDBAR,RALPH,
49-005-20777,GAS DRAW UT W0306141 #42-24A,44.649554,-105.576702,Wyoming,Campbell,DENBURY ONSHORE LLC,Oil,Temporarily Abandoned,1968-10-01,45,,GAS DRAW,GAS DRAW UT W0306141,
49-005-20850,GAS DRAW UT W-1862 #11-29A,44.638836,-105.552279,Wyoming,Campbell,DENBURY ONSHORE LLC,Injection,Temporarily Abandoned,1968-10-01,45,,GAS DRAW,GAS DRAW UT W-1862,
49-005-20861,GAS DRAW UT W0123181 #42-13A,44.66401,-105.57679,Wyoming,Campbell,DENBURY ONSHORE LLC,Oil,Temporarily Abandoned,1968-10-01,45,,GAS DRAW,GAS DRAW UT W0123181,
